chunk_id,subject,chapter,text
229,Chemistry,03 Classification of elements,"According to the recommendation of International Union of Pure and Applied Chemistry (IUPAC), the groups are numbered from 1 to 18 replacing the older notation of groups IA … VIIA, VIII, IB … VIIB and 0. There are altogether seven periods. The period number corresponds to the highest principal quantum number (n) of the elements in the period. The first period contains 2 elements. The subsequent periods consists of 8, 8, 18, 18 and 32 elements, respectively."
230,Chemistry,03 Classification of elements,"The seventh period is incomplete and like the sixth period would have a theoretical maximum (on the basis of quantum numbers) of 32 elements. In this form of the Periodic Table, 14 elements of both sixth and seventh periods (lanthanoids and actinoids, respectively) are placed in separate panels at the bottom*. 3.4 NOMENCLATURE OF ELEMENTS WITH ATOMIC NUMBERS > 100 The naming of the new elements had been traditionally the privilege of the discoverer (or discoverers) and the suggested name was ratified by the IUPAC. In recent years this has led to some controversy. The new elements with very high atomic numbers are so unstable that only minute quantities, sometimes only * Glenn T."
231,Chemistry,03 Classification of elements,"Seaborg’s work in the middle of the 20th century starting with the discovery of plutonium in 1940, followed by those of all the transuranium elements from 94 to 102 led to reconfiguration of the periodic table placing the actinoids below the lanthanoids. In 1951, Seaborg was awarded the Nobel Prize in chemistry for his work. Element 106 has been named Seaborgium (Sg) in his honour. Reprint 2026-27 79 Classification of Elements and Periodicity in Properties Fig. 3.2 Long form of the Periodic Table of the Elements with their atomic numbers and ground state outer electronic configurations."
232,Chemistry,03 Classification of elements,"The groups are numbered 1-18 in accordance with the 1984 IUPAC recommendations. This notation replaces the old numbering scheme of IA–VIIA, VIII, IB–VIIB and 0 for the elements. III A IV A V A VI A VII A ← VIII → I B II B IA IIA III B IV B V B VI B VII B 0 Reprint 2026-27 80 chemistry a few atoms of them are obtained. Their synthesis and characterisation, therefore, require highly sophisticated costly equipment and laboratory. Such work is carried out with competitive spirit only in some laboratories in the world."
233,Chemistry,03 Classification of elements,"Scientists, before collecting the reliable data on the new element, at times get tempted to claim for its discovery. For example, both American and Soviet scientists claimed credit for discovering element 104. The Americans named it Rutherfordium whereas Soviets named it Kurchatovium. To avoid such problems, the IUPAC has made recommendation that until a new element’s discovery is proved, and its name is officially recognised, a systematic nomenclature be derived directly from the atomic number of the element using the numerical roots for 0 and numbers 1-9. These are shown in Table 3.4."
234,Chemistry,03 Classification of elements,"The roots are put together in order of digits which make up the atomic number and “ium” is added at the end. The IUPAC names for elements with Z above 100 are shown in Table 3.5. Table 3.5 Nomenclature of Elements with Atomic Number Above 100 Atomic Number Name according to IUPAC nomenclature Symbol IUPAC Official Name IUPAC Symbol 101 102 103 104 105 106 107 108 109 110 111 112 113 114 115 116 117 118 Unnilunium Unnilbium Unniltrium Unnilquadium Unnilpentium Unnilhexium Unnilseptium Unniloctium Unnilennium Ununnillium Unununnium Ununbium Ununtrium Ununquadium Ununpentium Ununhexium Ununseptium Ununoctium Unu Unb Unt Unq Unp Unh Uns Uno Une Uun Uuu Uub Uut Uuq Uup Uuh Uus Uuo Mendelevium Nobelium Lawrencium Rutherfordium Dubnium Seaborgium Bohrium Hassium Meitnerium Darmstadtium Rontgenium Copernicium Nihonium Flerovium Moscovium Livermorium Tennessine Oganesson Md No Lr Rf Db Sg Bh Hs Mt Ds Rg Cn Nh Fl Mc Lv Ts Og Table 3.4 Notation for IUPAC Nomenclature of Elements Digit Name Abbreviation 0 1 2 3 4 5 6 7 8 9 nil un bi tri quad pent hex sept oct enn n u b t q p h s o e Reprint 2026-27 81 Classification of Elements and Periodicity in Properties Thus, the new element first gets a temporary name, with symbol consisting of three letters. Later permanent name and symbol are given by a vote of IUPAC representatives from each country. The permanent name might reflect the country (or state of the country) in which the element was discovered, or pay tribute to a notable scientist."
235,Chemistry,03 Classification of elements,"As of now, elements with atomic numbers up to 118 have been discovered. Official names of all elements have been announced by IUPAC. Problem 3.1 What would be the IUPAC name and symbol for the element with atomic number 120? Solution From Table 3.4, the roots for 1, 2 and 0 are un, bi and nil, respectively. Hence, the symbol and the name respectively are Ubn and unbinilium."
236,Chemistry,03 Classification of elements,"3.5 ELECTRONIC CONFIGURATIONS OF ELEMENTS AND THE PERIODIC TABLE In the preceding unit we have learnt that an electron in an atom is characterised by a set of four quantum numbers, and the principal quantum number (n ) defines the main energy level known as shell. We have also studied about the filling of electrons into different subshells, also referred to as orbitals (s, p, d, f ) in an atom. The distribution of electrons into orbitals of an atom is called its electronic configuration. An element’s location in the Periodic Table reflects the quantum numbers of the last orbital filled. In this section we will observe a direct connection between the electronic configurations of the elements and the long form of the Periodic Table."
237,Chemistry,03 Classification of elements,"(a) Electronic Configurations in Periods The period indicates the value of n for the outermost or valence shell. In other words, successive period in the Periodic Table is associated with the filling of the next higher principal energy level (n = 1, n = 2, etc.). It can be readily seen that the number of elements in each period is twice the number of atomic orbitals available in the energy level that is being filled. The first period (n = 1) starts with the filling of the lowest level (1s) and therefore has two elements — hydrogen (ls1) and helium (ls2) when the first shell (K) is completed. The second period (n = 2) starts with lithium and the third electron enters the 2s orbital."
238,Chemistry,03 Classification of elements,"The next element, beryllium has four electrons and has the electronic configuration 1s22s2. Starting from the next element boron, the 2p orbitals are filled with electrons when the L shell is completed at neon (2s22p6). Thus there are 8 elements in the second period. The third period (n = 3) begins at sodium, and the added electron enters a 3s orbital. Successive filling of 3s and 3p orbitals gives rise to the third period of 8 elements from sodium to argon."
239,Chemistry,03 Classification of elements,"The fourth period (n = 4) starts at potassium, and the added electrons fill up the 4s orbital. Now you may note that before the 4p orbital is filled, filling up of 3d orbitals becomes energetically favourable and we come across the so called 3d transition series of elements. This starts from scandium (Z = 21) which has the electronic configuration 3d14s2. The 3d orbitals are filled at zinc (Z=30) with electronic configuration 3d104s2. The fourth period ends at krypton with the filling up of the 4p orbitals."
240,Chemistry,03 Classification of elements,"Altogether we have 18 elements in this fourth period. The fifth period (n = 5) beginning with rubidium is similar to the fourth period and contains the 4d transition series starting at yttrium (Z = 39). This period ends at xenon with the filling up of the 5p orbitals. The sixth period (n = 6) contains 32 elements and successive electrons enter 6s, 4f, 5d and 6p orbitals, in the order — filling up of the 4f orbitals begins with cerium (Z = 58) and ends at lutetium (Z = 71) to give the 4f-inner transition series which is called the lanthanoid series. The seventh period (n = 7) is similar to the sixth period with the successive filling up of the 7s, 5f, 6d and 7p orbitals and includes most of the man-made radioactive elements."
241,Chemistry,03 Classification of elements,"This period will end at the element with atomic number 118 which would belong to the noble gas family. Filling up of the 5f orbitals after Reprint 2026-27 82 chemistry actinium (Z = 89) gives the 5f-inner transition series known as the actinoid series. The 4f- and 5f-inner transition series of elements are placed separately in the Periodic Table to maintain its structure and to preserve the principle of classification by keeping elements with similar properties in a single column. Problem 3.2 How would you justify the presence of 18 elements in the 5th period of the Periodic Table? Solution When n = 5, l = 0, 1, 2, 3."
242,Chemistry,03 Classification of elements,"The order in which the energy of the available orbitals 4d, 5s and 5p increases is 5s < 4d < 5p. The total number of orbitals available are 9. The maximum number of electrons that can be accommodated is 18; and therefore 18 elements are there in the 5th period. (b) Groupwise Electronic Configurations Elements in the same vertical column or group have similar valence shell electronic configurations, the same number of electrons in the outer orbitals, and similar properties. For example, the Group 1 elements (alkali metals) all have ns1 valence shell electronic configuration as shown below."
243,Chemistry,03 Classification of elements,"a theoretical foundation for the periodic classification. The elements in a vertical column of the Periodic Table constitute a group or family and exhibit similar chemical behaviour. This similarity arises because these elements have the same number and same distribution of electrons in their outermost orbitals. We can classify the elements into four blocks viz., s-block, p-block, d-block and f-block depending on the type of atomic orbitals that are being filled with electrons. This is illustrated in Fig."
244,Chemistry,03 Classification of elements,"We notice two exceptions to this categorisation. Strictly, helium belongs to the s-block but its positioning in the p-block along with other group 18 elements is justified because it has a completely filled valence shell (1s2) and as a result, exhibits properties characteristic of other noble gases. The other exception is hydrogen. It has only one s-electron and hence can be placed in group 1 (alkali metals). It can also gain an electron to achieve a noble gas arrangement and hence it can behave similar to a group 17 (halogen family) elements."
245,Chemistry,03 Classification of elements,"Because it is a special case, we shall place hydrogen separately at the top of the Periodic Table as shown in Fig. We will briefly discuss the salient features of the four types of elements marked in the Periodic Table. More about these elements Thus it can be seen that the properties of an element have periodic dependence upon its atomic number and not on relative atomic mass. 3.6 ELECTRONIC CONFIGURATIONS A N D T Y P E S O F E L E M E N T S : s-, p-, d-, f- BLOCKS The aufbau (build up) principle and the electronic configuration of atoms provide will be discussed later. During the description of their features certain terminology has been used which has been classified in section 3.7."
246,Chemistry,03 Classification of elements,"3.6.1 The s-Block Elements The elements of Group 1 (alkali metals) and Group 2 (alkaline earth metals) which have ns1 and ns2 outermost electronic configuration belong to the s-Block Elements. They are all Atomic number Symbol Electronic configuration 3 11 19 37 55 87 Li Na K Rb Cs Fr 1s22s1 (or) [He]2s1 1s22s22p63s1 (or) [Ne]3s1 1s22s22p63s23p64s1 (or) [Ar]4s1 1s22s22p63s23p63d104s24p65s1 (or) [Kr]5s1 1s22s22p63s23p63d104s24p64d105s25p66s1 (or) [Xe]6s1 [Rn]7s1 Reprint 2026-27 83 Classification of Elements and Periodicity in Properties Nh Mc Ts Og Fig. 3.3 The types of elements in the Periodic Table based on the orbitals that are being filled. Also shown is the broad division of elements into METALS ( ), NON-METALS ( ) and METALLOIDS ( ). Reprint 2026-27 84 chemistry reactive metals with low ionization enthalpies."
247,Chemistry,03 Classification of elements,"They lose the outermost electron(s) readily to form 1+ ion (in the case of alkali metals) or 2+ ion (in the case of alkaline earth metals). The metallic character and the reactivity increase as we go down the group. Because of high reactivity they are never found pure in nature. The compounds of the s-block elements, with the exception of those of lithium and beryllium are predominantly ionic. 3.6.2 The p-Block Elements The p-Block Elements comprise those belonging to Group 13 to 18 and these together with the s-Block Elements are called the Representative Elements or Main Group Elements."
248,Chemistry,03 Classification of elements,The outermost electronic configuration varies from ns2np1 to ns2np6 in each period. At the end of each period is a noble gas element with a closed valence shell ns2np6 configuration. All the orbitals in the valence shell of the noble gases are completely filled by electrons and it is very difficult to alter this stable arrangement by the addition or removal of electrons. The noble gases thus exhibit very low chemical reactivity. Preceding the noble gas family are two chemically important groups of non- metals.
249,Chemistry,03 Classification of elements,They are the halogens (Group 17) and the chalcogens (Group 16). These two groups of elements have highly negative electron gain enthalpies and readily add one or two electrons respectively to attain the stable noble gas configuration. The non-metallic character increases as we move from left to right across a period and metallic character increases as we go down the group. 3.6.3 The d-Block Elements (Transition Elements) These are the elements of Group 3 to 12 in the centre of the Periodic Table. These are characterised by the filling of inner d orbitals by electrons and are therefore referred to as d-Block Elements.
250,Chemistry,03 Classification of elements,"These elements have the general outer electronic configuration (n-1)d1-10ns0-2 except for Pd where its electronic configuration is 4d105s0.. They are all metals. They mostly form coloured ions, exhibit variable valence (oxidation states), paramagnetism and oftenly used as catalysts. However, Zn, Cd and Hg which have the electronic configuration, (n-1) d10ns2 do not show most of the properties of transition elements. In a way, transition metals form a bridge between the chemically active metals of s-block elements and the less active elements of Groups 13 and 14 and thus take their familiar name “Transition Elements”."
251,Chemistry,03 Classification of elements,"3.6.4 The f-Block Elements (Inner-Transition Elements) The two rows of elements at the bottom of the Periodic Table, called the Lanthanoids, Ce(Z = 58) – Lu(Z = 71) and Actinoids, Th(Z = 90) – Lr (Z = 103) are characterised by the outer electronic configuration (n-2)f1-14 (n-1)d0–1ns2. The last electron added to each element is filled in f- orbital. These two series of elements are hence called the Inner- Transition Elements (f-Block Elements). They are all metals. Within each series, the properties of the elements are quite similar."
252,Chemistry,03 Classification of elements,"The chemistry of the early actinoids is more complicated than the corresponding lanthanoids, due to the large number of oxidation states possible for these actinoid elements. Actinoid elements are radioactive. Many of the actinoid elements have been made only in nanogram quantities or even less by nuclear reactions and their chemistry is not fully studied. The elements after uranium are called Transuranium Elements. Problem 3.3 The elements Z = 117 and 120 have not yet been discovered."
253,Chemistry,03 Classification of elements,"In which family/group would you place these elements and also give the electronic configuration in each case. Solution We see from Fig. 3.2, that element with Z = 117, would belong to the halogen family (Group 17) and the electronic configuration would be [Rn] 5f146d107s27p5. The element with Z = 120, will be placed in Group 2 (alkaline earth metals), and will have the electronic configuration [Uuo]8s2. Reprint 2026-27 85 Classification of Elements and Periodicity in Properties 3.6.5 Metals, Non-metals and Metalloids In addition to displaying the classification of elements into s-, p-, d-, and f-blocks, Fig."
254,Chemistry,03 Classification of elements,"3.3 shows another broad classification of elements based on their properties. The elements can be divided into Metals and Non-Metals. Metals comprise more than 78% of all known elements and appear on the left side of the Periodic Table. Metals are usually solids at room temperature [mercury is an exception; gallium and caesium also have very low melting points (303K and 302K, respectively)]. Metals usually have high melting and boiling points."
255,Chemistry,03 Classification of elements,"They are good conductors of heat and electricity. They are malleable (can be flattened into thin sheets by hammering) and ductile (can be drawn into wires). In contrast, non-metals are located at the top right hand side of the Periodic Table. In fact, in a horizontal row, the property of elements change from metallic on the left to non-metallic on the right. Non-metals are usually solids or gases at room temperature with low melting and boiling points (boron and carbon are exceptions)."
256,Chemistry,03 Classification of elements,"They are poor conductors of heat and electricity. Most non- metallic solids are brittle and are neither malleable nor ductile. The elements become more metallic as we go down a group; the non-metallic character increases as one goes from left to right across the Periodic Table. The change from metallic to non-metallic character is not abrupt as shown by the thick zig-zag line in Fig. The elements (e.g., silicon, germanium, arsenic, antimony and tellurium) bordering this line and running diagonally across the Periodic Table show properties that are characteristic of both metals and non-metals."
257,Chemistry,03 Classification of elements,"These elements are called Semi-metals or Metalloids. Problem 3.4 Considering the atomic number and position in the periodic table, arrange the following elements in the increasing order of metallic character : Si, Be, Mg, Na, P. Solution Metallic character increases down a group and decreases along a period as we move from left to right. Hence the order of increasing metallic character is: P < Si < Be < Mg < Na. 3.7 PERIODIC TRENDS IN PROPERTIES OF ELEMENTS There are many observable patterns in the physical and chemical properties of elements as we descend in a group or move across a period in the Periodic Table."
258,Chemistry,03 Classification of elements,"For example, within a period, chemical reactivity tends to be high in Group 1 metals, lower in elements towards the middle of the table, and increases to a maximum in the Group 17 non-metals. Likewise within a group of representative metals (say alkali metals) reactivity increases on moving down the group, whereas within a group of non-metals (say halogens), reactivity decreases down the group. But why do the properties of elements follow these trends? And how can we explain periodicity? To answer these questions, we must look into the theories of atomic structure and properties of the atom."
259,Chemistry,03 Classification of elements,"In this section we shall discuss the periodic trends in certain physical and chemical properties and try to explain them in terms of number of electrons and energy levels. 3.7.1 Trends in Physical Properties There are numerous physical properties of elements such as melting and boiling points, heats of fusion and vaporization, energy of atomization, etc. which show periodic variations. However, we shall discuss the periodic trends with respect to atomic and ionic radii, ionization enthalpy, electron gain enthalpy and electronegativity. (a) Atomic Radius You can very well imagine that finding the size of an atom is a lot more complicated than measuring the radius of a ball."
260,Chemistry,03 Classification of elements,"Do you know why? Firstly, because the size of an atom (~ 1.2 Å i.e., 1.2 × 10–10 m in radius) is very Reprint 2026-27 86 chemistry small. Secondly, since the electron cloud surrounding the atom does not have a sharp boundary, the determination of the atomic size cannot be precise. In other words, there is no practical way by which the size of an individual atom can be measured. However, an estimate of the atomic size can be made by knowing the distance between the atoms in the combined state."
261,Chemistry,03 Classification of elements,"One practical approach to estimate the size of an atom of a non-metallic element is to measure the distance between two atoms when they are bound together by a single bond in a covalent molecule and from this value, the “Covalent Radius” of the element can be calculated. For example, the bond distance in the chlorine molecule (Cl2) is 198 pm and half this distance (99 pm), is taken as the atomic radius of chlorine. For metals, we define the term “Metallic Radius” which is taken as half the internuclear distance separating the metal cores in the metallic crystal. For example, the distance between two adjacent copper atoms in solid copper is 256 pm; hence the metallic radius of copper is assigned a value of 128 pm. For simplicity, in this book, we use the term Atomic Radius to refer to both covalent or metallic radius depending on whether the element is a non-metal or a metal."
262,Chemistry,03 Classification of elements,Atomic radii can be measured by X-ray or other spectroscopic methods. The atomic radii of a few elements are listed in Table 3.6. Two trends are obvious. We can explain these trends in terms of nuclear charge and energy level. The atomic size generally decreases across a period as illustrated in Fig.
263,Chemistry,03 Classification of elements,"3.4(a) for the elements of the second period. It is because within the period the outer electrons are in the same valence shell and the effective nuclear charge increases as the atomic number increases resulting in the increased attraction of electrons to the nucleus. Within a family or vertical column of the periodic table, the atomic radius increases regularly with atomic number as illustrated in Fig. For alkali metals and halogens, as we descend the groups, the principal quantum number (n) increases and the valence electrons are farther from the nucleus. This happens because the inner energy levels are filled with electrons, which serve to shield the outer electrons from the pull of the nucleus."
264,Chemistry,03 Classification of elements,"Consequently the size of the atom increases as reflected in the atomic radii. Note that the atomic radii of noble gases are not considered here. Being monoatomic, their (non-bonded radii) values are very large. In fact radii of noble gases should be compared not with the covalent radii but with the van der Waals radii of other elements. Table 3.6(a) Atomic Radii/pm Across the Periods Atom (Period II) Li Be B C N O F Atomic radius 152 111 88 77 74 66 64 Atom (Period III) Na Mg Al Si P S Cl Atomic radius 186 160 143 117 110 104 99 Table 3.6(b) Atomic Radii/pm Down a Family Atom (Group I) Atomic Radius Atom (Group 17) Atomic Radius Li 152 F 64 Na 186 Cl 99 K 231 Br 114 Rb 244 I 133 Cs 262 At 140 Reprint 2026-27 87 Classification of Elements and Periodicity in Properties (b) Ionic Radius The removal of an electron from an atom results in the formation of a cation, whereas gain of an electron leads to an anion."
265,Chemistry,03 Classification of elements,"The ionic radii can be estimated by measuring the distances between cations and anions in ionic crystals. In general, the ionic radii of elements exhibit the same trend as the atomic radii. A cation is smaller than its parent atom because it has fewer electrons while its nuclear charge remains the same. The size of an anion will be larger than that of the parent atom because the addition of one or more electrons would result in increased repulsion among the electrons and a decrease in effective nuclear charge. For example, the ionic radius of fluoride ion (F–) is 136 pm whereas the atomic radius of fluorine is only 64 pm."
266,Chemistry,03 Classification of elements,"On the other hand, the atomic radius of sodium is 186 pm compared to the ionic radius of 95 pm for Na+. When we find some atoms and ions which contain the same number of electrons, we call them isoelectronic species*. For example, O2–, F–, Na+ and Mg2+ have the same number of electrons (10). Their radii would be different because of their different nuclear charges. 3.4 (a) Variation of atomic radius with atomic number across the second period Fig."
267,Chemistry,03 Classification of elements,"3.4 (b) Variation of atomic radius with atomic number for alkali metals and halogens cation with the greater positive charge will have a smaller radius because of the greater attraction of the electrons to the nucleus. Anion with the greater negative charge will have the larger radius. In this case, the net repulsion of the electrons will outweigh the nuclear charge and the ion will expand in size. Problem 3.5 Which of the following species will have the largest and the smallest size? Mg, Mg2+, Al, Al3+."
268,Chemistry,03 Classification of elements,"Solution Atomic radii decrease across a period. Cations are smaller than their parent atoms. Among isoelectronic species, the one with the larger positive nuclear charge will have a smaller radius. Hence the largest species is Mg; the smallest one is Al3+. (c) Ionization Enthalpy A quantitative measure of the tendency of an element to lose electron is given by its Ionization Enthalpy."
269,Chemistry,03 Classification of elements,"It represents the energy required to remove an electron from an isolated gaseous atom (X) in its ground state. * Two or more species with same number of atoms, same number of valence electrons and same structure, regardless of the nature of elements involved. Reprint 2026-27 88 chemistry In other words, the first ionization enthalpy for an element X is the enthalpy change (∆i H) for the reaction depicted in equation 3.1. X(g) → X+(g) + e– (3.1) The ionization enthalpy is expressed in units of kJ mol–1. We can define the second ionization enthalpy as the energy required to remove the second most loosely bound electron; it is the energy required to carry out the reaction shown in equation 3.2."
270,Chemistry,03 Classification of elements,"X+(g) → X2+(g) + e– (3.2) Energy is always required to remove electrons from an atom and hence ionization enthalpies are always positive. The second ionization enthalpy will be higher than the first ionization enthalpy because it is more difficult to remove an electron from a positively charged ion than from a neutral atom. In the same way the third ionization enthalpy will be higher than the second and so on. The term “ionization enthalpy”, if not qualified, is taken as the first ionization enthalpy. The first ionization enthalpies of elements having atomic numbers up to 60 are plotted in Fig."
271,Chemistry,03 Classification of elements,"The periodicity of the graph is quite striking. You will find maxima at the noble gases which have closed electron shells and very stable electron configurations. On the other hand, minima occur at the alkali metals and their low ionization enthalpies Fig. 3.5 Variation of first ionization enthalpies (∆iH) with atomic number for elements with Z = 1 to 60 can be correlated with their high reactivity. In addition, you will notice two trends the first ionization enthalpy generally increases as we go across a period and decreases as we descend in a group."
272,Chemistry,03 Classification of elements,"These trends are illustrated in Figs. 3.6(a) and 3.6(b) respectively for the elements of the second period and the first group of the periodic table. You will appreciate that the ionization enthalpy and atomic radius are closely related properties. To understand these trends, we have to consider two factors : (i) the attraction of electrons towards the nucleus, and (ii) the repulsion of electrons from each other. The effective nuclear charge experienced by a Fig."
273,Chemistry,03 Classification of elements,"3.6(a) First ionization enthalpies (∆iH) of elements of the second period as a function of atomic number (Z) and Fig. 3.6(b) ∆iH of alkali metals as a function of Z. 3.6 (a) 3.6 (b) Reprint 2026-27 89 Classification of Elements and Periodicity in Properties valence electron in an atom will be less than the actual charge on the nucleus because of “shielding” or “screening” of the valence electron from the nucleus by the intervening core electrons. For example, the 2s electron in lithium is shielded from the nucleus by the inner core of 1s electrons. As a result, the valence electron experiences a net positive charge which is less than the actual charge of +3."
274,Chemistry,03 Classification of elements,"In general, shielding is effective when the orbitals in the inner shells are completely filled. This situation occurs in the case of alkali metals which have single outermost ns-electron preceded by a noble gas electronic configuration. When we move from lithium to fluorine across the second period, successive electrons are added to orbitals in the same principal quantum level and the shielding of the nuclear charge by the inner core of electrons does not increase very much to compensate for the increased attraction of the electron to the nucleus. Thus, across a period, increasing nuclear charge outweighs the shielding. Consequently, the outermost electrons are held more and more tightly and the ionization enthalpy increases across a period."
275,Chemistry,03 Classification of elements,"As we go down a group, the outermost electron being increasingly farther from the nucleus, there is an increased shielding of the nuclear charge by the electrons in the inner levels. In this case, increase in shielding outweighs the increasing nuclear charge and the removal of the outermost electron requires less energy down a group. 3.6(a), you will also notice that the first ionization enthalpy of boron (Z = 5) is slightly less than that of beryllium (Z = 4) even though the former has a greater nuclear charge. When we consider the same principal quantum level, an s-electron is attracted to the nucleus more than a p-electron. In beryllium, the electron removed during the ionization is an s-electron whereas the electron removed during ionization of boron is a p-electron."
276,Chemistry,03 Classification of elements,"The penetration of a 2s-electron to the nucleus is more than that of a 2p-electron; hence the 2p electron of boron is more shielded from the nucleus by the inner core of electrons than the 2s electrons of beryllium. Therefore, it is easier to remove the 2p-electron from boron compared to the removal of a 2s- electron from beryllium. Thus, boron has a smaller first ionization enthalpy than beryllium. Another “anomaly” is the smaller first ionization enthalpy of oxygen compared to nitrogen. This arises because in the nitrogen atom, three 2p-electrons reside in different atomic orbitals (Hund’s rule) whereas in the oxygen atom, two of the four 2p-electrons must occupy the same 2p-orbital resulting in an increased electron-electron repulsion."
277,Chemistry,03 Classification of elements,"Consequently, it is easier to remove the fourth 2p-electron from oxygen than it is, to remove one of the three 2p-electrons from nitrogen. Problem 3.6 The first ionization enthalpy (∆i H ) values of the third period elements, Na, Mg and Si are respectively 496, 737 and 786 kJ mol–1. Predict whether the first ∆i H value for Al will be more close to 575 or 760 kJ mol–1 ? Justify your answer. Solution It will be more close to 575 kJ mol–1."
278,Chemistry,03 Classification of elements,"The value for Al should be lower than that of Mg because of effective shielding of 3p electrons from the nucleus by 3s-electrons. (d) Electron Gain Enthalpy When an electron is added to a neutral gaseous atom (X) to convert it into a negative ion, the enthalpy change accompanying the process is defined as the Electron Gain Enthalpy (∆egH). Electron gain enthalpy provides a measure of the ease with which an atom adds an electron to form anion as represented by equation 3.3. X(g) + e– → X –(g) (3.3) Depending on the element, the process of adding an electron to the atom can be either endothermic or exothermic. For many elements energy is released when an electron is added to the atom and the electron gain enthalpy is negative."
279,Chemistry,03 Classification of elements,"For example, group 17 elements (the halogens) have very high Reprint 2026-27 90 chemistry negative electron gain enthalpies because they can attain stable noble gas electronic configurations by picking up an electron. On the other hand, noble gases have large positive electron gain enthalpies because the electron has to enter the next higher principal quantum level leading to a very unstable electronic configuration. It may be noted that electron gain enthalpies have large negative values toward the upper right of the periodic table preceding the noble gases. The variation in electron gain enthalpies of elements is less systematic than for ionization enthalpies. As a general rule, electron gain enthalpy becomes more negative with increase in the atomic number across a period."
280,Chemistry,03 Classification of elements,"The effective nuclear charge increases from left to right across a period and consequently it will be easier to add an electron to a smaller atom since the added electron on an average would be closer to the positively charged nucleus. We should also expect electron gain enthalpy to become less negative as we go down a group because the size of the atom increases and the added electron would be farther from the nucleus. This is generally the case (Table 3.7). However, electron gain enthalpy of O or F is less negative than that of the succeeding element. This is because when an electron is added to O or F, the added electron goes to the smaller n = 2 quantum level and suffers significant repulsion from the other electrons present in this level."
281,Chemistry,03 Classification of elements,"For the n = 3 quantum level (S or Cl), the added electron occupies a larger region of space and the electron- electron repulsion is much less. Problem 3.7 Which of the following will have the most negative electron gain enthalpy and which the least negative? Explain your answer. Solution Electron gain enthalpy generally becomes more negative across a period as we move from left to right. Within a group, electron gain enthalpy becomes less negative down a group."
282,Chemistry,03 Classification of elements,"However, adding an electron to the 2p-orbital leads to greater repulsion than adding an electron to the larger 3p-orbital. Hence the element with most negative electron gain enthalpy is chlorine; the one with the least negative electron gain enthalpy is phosphorus. (e) Electronegativity A qualitative measure of the ability of an atom in a chemical compound to attract shared electrons to itself is called electronegativity. Unlike ionization enthalpy and electron gain enthalpy, it is not a measureable quantity. However, a number of numerical scales of electronegativity of elements viz., Pauling scale, Mulliken-Jaffe scale, Allred-Rochow scale have been developed."
283,Chemistry,03 Classification of elements,"The one which is the most widely used is the Pauling scale. Linus Pauling, an American scientist, in 1922 assigned arbitrarily a value of 4.0 to fluorine, the element considered to have the greatest * In many books, the negative of the enthalpy change for the process depicted in equation 3.3 is defined as the ELECTRON AFFINITY (Ae ) of the atom under consideration. If energy is released when an electron is added to an atom, the electron affinity is taken as positive, contrary to thermodynamic convention. If energy has to be supplied to add an electron to an atom, then the electron affinity of the atom is assigned a negative sign. However, electron affinity is defined as absolute zero and, therefore at any other temperature (T) heat capacities of the reactants and the products have to be taken into account in ∆egH = –Ae – 5/2 RT."
284,Chemistry,03 Classification of elements,"Table 3.7 Electron Gain Enthalpies* / (kJ mol–1) of Some Main Group Elements Group 1 ∆egH Group 16 ∆egH Group 17 ∆egH Group 0 ∆egH H – 73 He + 48 Li – 60 O – 141 F – 328 Ne + 116 Na – 53 S – 200 Cl – 349 Ar + 96 K – 48 Se – 195 Br – 325 Kr + 96 Rb – 47 Te – 190 I – 295 Xe + 77 Cs – 46 Po – 174 At – 270 Rn + 68 Reprint 2026-27 91 Classification of Elements and Periodicity in Properties ability to attract electrons. Approximate values for the electronegativity of a few elements are given in Table 3.8(a) The electronegativity of any given element is not constant; it varies depending on the element to which it is bound. Though it is not a measurable quantity, it does provide a means of predicting the nature of force that holds a pair of atoms together – a relationship that you will explore later. Electronegativity generally increases across a period from left to right (say from lithium to fluorine) and decrease down a group (say from fluorine to astatine) in the periodic table. How can these trends be explained?"
285,Chemistry,03 Classification of elements,"Can the electronegativity be related to atomic radii, which tend to decrease across each period from left to right, but increase down each group ? The attraction between the outer (or valence) electrons and the nucleus increases as the atomic radius decreases in a period. The electronegativity also increases. On the same account electronegativity values decrease with the increase in atomic radii down a group. The trend is similar to that of ionization enthalpy."
286,Chemistry,03 Classification of elements,"Knowing the relationship between electronegativity and atomic radius, can you now visualise the relationship between electronegativity and non-metallic properties? Non-metallic elements have strong tendency Fig. 3.7 The periodic trends of elements in the periodic table Table 3.8(a) Electronegativity Values (on Pauling scale) Across the Periods Atom (Period II) Li Be B C N O F Electronegativity 1.0 1.5 2.0 2.5 3.0 3.5 4.0 Atom (Period III) Na Mg Al Si P S Cl Electronegativity 0.9 1.2 1.5 1.8 2.1 2.5 3.0 Table 3.8(b) Electronegativity Values (on Pauling scale) Down a Family Atom (Group I) Electronegativity Value Atom (Group 17) Electronegativity Value Li 1.0 F 4.0 Na 0.9 Cl 3.0 K 0.8 Br 2.8 Rb 0.8 I 2.5 Cs 0.7 At 2.2 Reprint 2026-27 92 chemistry to gain electrons. Therefore, electronegativity is directly related to that non-metallic properties of elements. It can be further extended to say that the electronegativity is inversely related to the metallic properties of elements."
